User ID,name,Gender,Age,EstimatedSalary,Purchased
10650,Margaret Burns,Male,46,45149,0
10651,Richard Hernandez,Male,40,19210,1
10652,Travis Rogers,Female,44,19637,1
10653,Jessica Graham,Male,54,29155,0
10654,Lindsay Roberts,Male,50,29396,0
10655,Jessica Murphy,Male,52,27650,1
10656,Kevin Smith,Female,56,86118,0
10657,Benjamin Rivera,Female,47,22992,1
10658,Patrick Wiley,Female,21,15048,0
10659,Cindy Shaw DDS,Male,44,80017,0
10660,Lynn Davis,Female,53,98625,1
10661,Garrett Mccoy,Female,28,17620,0
10662,Jonathan Phelps,Male,41,64739,1
10663,Amy Russell,Female,55,147301,0
10664,Laura Wolf,Female,49,126175,0
10665,Robert Valenzuela,Male,45,97324,0
10666,George Adams,Male,24,139628,1
10667,Leslie Alvarado,Male,30,35325,1
10668,Robert Brown,Female,44,80498,0
10669,Cheryl Crosby,Male,43,29966,0
10670,Patrick Valencia,Male,54,85531,0
10671,Amy Klein,Male,22,46283,0
10672,Ariel Jones,Female,29,92288,0
10673,Mark Daniels,Male,20,33150,0
10674,Susan Anderson,Male,57,25308,1
10675,Samuel Montoya,Male,25,126709,0
10676,Mark Long,Female,53,11036,-1
10677,Jordan Hahn,Female,59,36764,0
10678,Sandra Cook,Female,28,91569,1
10679,Andrew Miller,Female,40,72408,0
10680,Lisa Reid,Female,41,107203,1
10681,Jessica Miller,Male,23,28415,0
10682,Tina Green DDS,Male,32,60559,1
10683,Ricky Foster,Male,27,19402,0
10684,Gary Martin,Female,51,56839,0
10685,Caroline Campbell,Male,24,42578,0
10686,Barbara Gonzalez,Female,36,70898,0
10687,Alexandra Turner,Female,27,74708,1
10688,Heather Reed,Female,34,16701,0
10689,Mikayla Ortega,Female,37,82937,0
10690,Lisa Villa,Male,40,129372,0
10691,Brenda Brown,Male,23,38089,1
10692,Steven Mcdaniel DDS,Female,55,118381,0
10693,Cheryl Lopez,Male,57,97472,0
10694,Candace Patel,Female,50,20487,1
10695,George Kaiser,Female,23,129661,0
10696,Sean Daniels,Male,39,32504,0
10697,Joel Bennett,Male,39,93763,1
10698,Zachary Garcia,Male,42,103954,0
10699,Brian Hawkins,Male,55,86880,0
10700,Jacqueline Watkins,Male,45,43618,1
10701,Yolanda Baker,Male,55,145867,1
10702,James Hawkins,Female,38,116188,0
10703,Sarah Smith,Female,38,17435,1
10704,Nicholas Vega,Male,46,141617,0
10705,Edward Abbott,Female,41,21205,0
10706,Matthew Alvarez,Female,55,67685,1
10707,Anthony Cox,Male,37,10989,0
10708,Lynn Sanchez,Male,22,38740,1
10709,Derek Prince,Male,32,135272,-1
10710,Damon Thompson,Male,42,15886,1
10711,Timothy Gonzalez,Male,49,68859,0
10712,Sherry Johnston,Male,21,102371,1
10713,Tiffany Beasley,Male,43,101843,1
10714,Michael Banks,Female,26,14983,1
10715,Sheila Hall,Female,25,85900,1
10716,Alicia Mason,Male,22,104027,0
10717,Anthony Neal,Male,20,13985,0
10718,Monica Sherman,Female,34,112652,0
10719,Michael Jones,Male,40,125818,0
10720,Kimberly Aguilar,Female,37,14496,0
10721,Christopher Thompson,Female,52,26741,0
10722,Austin Carter,Female,22,75442,0
10723,Mary Walker,Female,59,47177,0
10724,Dr. Cheryl Merritt,Female,56,95006,0
10725,Victoria Roth,Male,28,23367,0
10726,Martha Smith,Male,23,31745,1
10727,Jill Nunez,Female,22,89234,0
10728,Brent Reed,Female,37,126859,0
10729,Amy Steele,Female,38,125902,0
10730,Samantha Curtis,Female,50,129718,1
10731,Kelsey Sanchez,Female,29,55709,0
10732,Shelby West,Male,47,18666,1
10733,William Taylor,Male,45,65068,0
10734,Lisa Williams,Female,54,47643,0
10735,Zachary Tucker,Female,52,12504,0
10736,Crystal Payne,Female,28,80372,1
10737,Joshua Meyers,Male,28,34235,0
10738,Karen Harmon,Female,31,100821,1
10739,Jessica Tran,Male,33,121800,0
10740,Joel Barker,Female,52,118028,-1
10741,Shane Cantu,Male,20,51568,1
10742,Jamie King,Female,26,101804,1
10743,Christopher Johnson,Male,39,45889,0
10744,Beverly Morris,Male,27,93030,1
10745,Cassandra Collier,Female,54,23498,-1
10746,Jennifer Weber,Female,51,111061,1
10747,Mike Jones,Female,33,81377,1
10748,Daniel Hodges,Female,59,115033,-1
10749,Cameron Cisneros,Male,26,101258,0
10750,Nathaniel Gonzalez,Female,55,117987,0
10751,Angela Pratt,Male,43,105424,1
10752,Jeffrey Hill,Female,57,130704,-1
10753,Gabrielle Johnston,Female,58,65332,1
10754,Maria Koch,Female,28,23573,0
10755,April Ramirez,Female,45,17349,1
10756,Russell Allen PhD,Female,47,91496,1
10757,Paul Rodriguez Jr.,Female,58,77174,-1
10758,Mercedes Perez,Female,26,80250,0
10759,Andrew Smith,Male,37,42866,0
10760,Katherine Rivera,Male,30,22653,1
10761,Julie Garcia,Male,29,76308,1
10762,Rachael Sanchez,Female,37,139278,1
10763,Christopher Santos,Female,47,50427,0
10764,Matthew Campbell,Male,35,37542,0
10765,Dawn Morrison,Male,47,118251,1
10766,Stephen Long,Female,36,51691,1
10767,Kevin Hampton,Male,35,50055,0
10768,Angela Li,Male,49,88719,0
10769,Amber Davies,Female,23,71339,0
10770,Susan Hall,Male,23,20080,0
10771,Autumn Bartlett,Male,37,144131,0
10772,Maxwell Williamson,Female,45,117883,1
10773,Sean Russell,Female,30,148755,1
10774,Kathleen Black,Male,22,96776,0
10775,Charles Chavez,Male,31,15993,1
10776,Gary Jones,Female,50,125738,0
10777,Pamela Meyer,Male,20,83930,1
10778,Melissa Barker,Male,42,118758,1
10779,Jerry Smith,Female,54,64380,1
10780,Roger Smith,Female,28,18678,0
10781,Maria Frazier,Male,44,12672,0
10782,Corey Martinez,Male,58,17188,1
10783,Mark Wagner,Female,40,53867,1
10784,Ian Lopez,Female,26,126793,0
10785,Stephen Henderson,Female,37,144169,0
10786,Brian Williams,Female,28,14855,0
10787,Stacey Smith,Female,48,82160,1
10788,Heidi Chapman,Female,46,95868,1
10789,Michael Garcia,Male,55,119100,1
10790,Charles Hughes II,Female,41,129203,0
10791,Megan Ross,Female,51,15917,1
10792,Hailey Johnson,Male,50,11748,0
10793,Tyler Lee,Female,28,143199,-1
10794,Linda Martin,Male,23,41240,1
10795,Victoria Ellison,Male,38,86956,1
10796,Shelby Adams,Male,31,40578,1
10797,Brian Terrell,Female,37,52765,1
10798,Candace Smith,Female,48,62892,0
10799,Cheryl Wilson,Male,41,32069,1
10800,Stephanie Reyes,Male,52,18001,-1
10801,Stephanie Robertson,Male,42,60696,1
10802,Tonya Moreno,Male,54,48256,1
10803,Jesse Rodriguez,Female,43,62231,1
10804,Sherry Stone,Female,38,87000,1
10805,Cindy Acevedo,Male,50,76398,0
10806,Carlos Taylor,Female,54,94890,0
10807,Kelli Gibbs,Female,55,99335,0
10808,Valerie Roth,Female,37,36798,1
10809,Phillip Dawson,Female,54,148376,1
10810,Michael Peterson,Male,53,75027,0
10811,Rhonda Johnson,Female,37,90220,1
10812,Dustin Evans,Male,22,144246,1
10813,Carla Burns,Male,51,76723,1
10814,Natalie Sandoval,Male,23,149501,0
10815,Sherri Frey,Male,40,111794,1
10816,Felicia Lambert,Female,44,80968,0
10817,Lisa Gray,Male,23,43240,0
10818,Mark Sandoval,Male,47,82800,0
10819,Scott Mack,Female,44,82374,1
10820,Charles Robbins,Female,45,92363,0
10821,Evelyn Glass,Female,27,98316,0
10822,Matthew Ferguson,Male,54,143877,0
10823,Michele Davis,Male,55,70028,-1
10824,Richard Huff,Male,50,83220,0
10825,Danielle Stanley,Male,37,22475,1
10826,Michelle Pugh,Male,51,72617,0
10827,Jonathan Merritt,Male,25,35652,0
10828,Miranda Cantrell,Female,21,104047,1
10829,Sandy Lopez,Female,54,82224,0
10830,Monica Knight,Female,27,137584,0
10831,Kim Mendoza,Male,52,141617,1
10832,Jacob Adams,Female,28,72785,1
10833,Miranda Torres,Male,20,148413,1
10834,John Cooper,Female,46,74301,1
10835,Jose Wright,Female,36,34168,1
10836,Katherine Joseph,Male,32,118158,0
10837,Richard Hinton,Male,38,69405,1
10838,Brian Hamilton,Female,20,56023,1
10839,Jennifer Palmer,Male,54,72771,1
10840,Jessica Williams MD,Female,24,127489,1
10841,Cheyenne Thomas,Female,40,133724,0
10842,Robert Pierce,Male,40,145566,0
10843,Miguel Fitzgerald,Female,46,147323,1
10844,Randy Ramirez,Female,23,55459,0
10845,Tina Ward,Male,21,141964,1
10846,Scott Goodman,Female,53,96194,-1
10847,Jacob Carpenter,Female,56,35843,1
10848,Whitney Dickson,Female,29,60618,0
10849,Laura Hamilton,Female,37,78675,0
10850,Adrian Jordan,Female,34,38001,0
10851,Derrick Barrera,Male,33,12065,0
10852,Alison Clark,Female,59,21308,0
10853,Jackson Thompson,Female,42,77914,1
10854,William Robles,Female,49,18438,0
10855,Erik Grant,Female,23,141160,1
10856,Kyle Francis,Male,29,139792,1
10857,Michael Watts,Female,23,24885,1
10858,Brendan Wright,Female,50,31121,1
10859,Alexander Hogan,Female,43,81869,0
10860,Jane Davenport,Male,46,68828,0
10861,Joanna Vincent,Female,36,119692,0
10862,John Wilcox,Male,44,132146,0
10863,Colleen Rodriguez,Male,56,113689,1
10864,Kimberly Perry,Female,20,94855,0
10865,Lauren Kennedy,Female,48,18077,0
10866,Thomas Howard,Female,52,110824,0
10867,James Craig,Female,40,75987,0
10868,Brandon Wilson,Male,46,18276,0
10869,Rebecca Hines,Male,56,121597,1
10870,Gregory Smith,Male,58,139850,1
10871,Philip Sawyer,Female,39,95752,1
10872,Jacob Michael,Male,53,42394,1
10873,Philip Branch,Female,23,10583,0
10874,Cody Esparza,Female,40,111372,0
10875,Robyn Davis,Male,52,125183,1
10876,Kelly Rush,Female,51,8444,0
10877,Jessica Wright,Male,47,49485,0
10878,Kimberly Bates,Male,45,58816,1
10879,Samuel Benson,Male,49,42909,1
10880,Joshua Thomas,Male,21,76645,1
10881,Amanda Jordan,Female,59,136757,1
10882,Logan Diaz,Male,39,109129,1
10883,Jeffery Young,Female,41,58664,1
10884,Mary Wilson,Male,45,47134,0
10885,Martin Underwood,Female,36,101984,0
10886,Elaine Francis,Male,38,45531,-1
10887,Shane Mccormick,Male,58,129193,0
10888,James Henderson,Male,54,117655,0
10889,Marie Case,Male,37,82282,0
10890,Brian Johnson,Female,39,125216,1
10891,Ashley Ramirez,Female,25,143021,-1
10892,Katie Hall,Female,38,146994,0
10893,Anthony Goodwin,Female,54,137130,1
10894,Rachel Weiss,Male,47,44712,0
10895,Ricardo Bauer,Female,40,57064,0
10896,Mr. Bruce Jensen,Female,47,68604,0
10897,Erica Garcia,Male,43,20288,1
10898,Leslie George,Female,31,121148,0
10899,Emily Miller,Male,52,149082,-1
10900,Timothy Hodges,Male,29,122851,1
10901,Jenna Lee,Male,54,37606,1
10902,Nicole Davis,Male,41,17033,1
10903,Kyle Mcdonald,Male,30,116898,1
10904,Robin Morrison PhD,Female,32,148719,-1
10905,Sabrina Flynn,Male,58,60290,1
10906,Brian Phillips,Female,44,92195,1
10907,Jeffrey Jenkins,Male,58,35108,1
10908,Hunter Young,Female,40,29010,0
10909,Ashley Warren,Female,48,38244,-1
10910,Hector Rodriguez,Female,36,134155,0
10911,Jessica Holloway,Female,32,107689,0
10912,Jodi Richards,Male,35,71226,1
10913,Angela Dominguez,Female,43,50604,1
10914,Dustin Pierce,Male,21,110978,0
10915,Kayla Lee,Male,31,38322,1
10916,Jose Ortega,Female,26,117073,0
10917,Rachel Chung,Male,39,78783,0
10918,Matthew Martin,Female,54,73768,1
10919,Ryan Reyes,Female,30,99646,1
10920,Tony Lee,Male,54,93997,-1
10921,Miss Paula Johnson MD,Male,25,62554,0
10922,Melissa Dennis,Male,30,107015,-1
10923,Karen Meyer,Female,35,59916,1
10924,Andrea Jackson,Female,28,41559,1
10925,Mr. Robert Arroyo,Male,29,82410,0
10926,Jennifer Franco,Male,42,79660,1
10927,Andrea Parsons,Male,34,147025,1
10928,Todd Savage,Male,49,108916,0
10929,Roy Graves,Male,50,103199,1
10930,Nicole Ford,Male,55,29910,0
10931,Joseph Hall,Male,35,134412,1
10932,Elizabeth Barnes,Female,39,54222,1
10933,Brian Andrews,Female,23,11855,0
10934,Cindy Garcia,Female,51,9515,1
10935,Michelle Velazquez,Female,33,78819,1
10936,Nicole Esparza,Male,26,84175,-1
10937,Thomas Henderson,Female,44,72446,1
10938,Timothy Rivera,Male,47,72810,-1
10939,Antonio Savage,Male,59,149599,1
10940,Stephanie Valdez,Female,45,36249,0
10941,Maria Holloway,Female,53,109483,1
10942,Antonio Collier,Male,50,133069,1
10943,James Michael,Female,51,142782,1
10944,Joseph Martin,Female,24,65458,0
10945,Billy Moses,Female,35,82502,0
10946,Jeanette Lopez,Male,25,112050,0
10947,Kelsey Miller,Female,59,146006,0
10948,Rachel Riddle,Female,55,84888,0
10949,Haley Wright,Female,58,70533,1
10950,Melissa Torres,Male,43,19144,1
10951,Susan Brown,Female,30,123185,0
10952,Colleen Brown,Male,55,121870,1
10953,Jessica Kirby,Female,41,135233,1
10954,Brittney Santos,Female,33,38984,1
10955,Cheryl Bell,Male,27,50926,0
10956,Erin Hess,Female,41,29597,1
10957,James Ingram,Female,50,137683,1
10958,Brad Barnes,Female,51,81939,0
10959,Paul Sanders,Female,25,28885,0
10960,Jessica Gill,Male,31,24783,1
10961,Johnathan Fuentes,Female,29,120887,0
10962,William Wallace,Male,50,110433,0
10963,Jordan Howard,Male,59,100688,0
10964,Patricia Andersen,Male,43,43680,0
10965,Claire Elliott,Male,31,118884,0
10966,Mary Macias,Female,37,147093,1
10967,Julie Thompson,Male,37,45357,0
10968,Colin Turner,Male,28,77032,1
10969,Kurt Jenkins,Male,21,70112,1
10970,Ashley Harmon,Male,22,68126,-1
10971,Dorothy West,Male,55,61223,0
10972,Katrina Franklin,Male,25,69201,1
10973,Elizabeth Williams,Male,27,46121,0
10974,Daniel Henderson,Male,28,51052,1
10975,Danny Douglas,Male,53,39776,1
10976,Robert Ramirez,Female,54,59372,0
10977,Manuel Ortiz,Female,55,71984,0
10978,Grant Phillips,Female,39,86588,0
10979,Thomas Gilbert,Female,34,34236,1
10980,Steven Cox,Male,24,144795,0
10981,William Ferguson,Female,54,14634,0
10982,Eric Robinson,Male,28,84958,1
10983,Brian Fisher,Male,49,77513,1
10984,Scott Gaines,Female,57,146620,1
10985,Michael Perez,Female,21,73489,0
10986,Christina Herrera,Male,27,67395,1
10987,William Lopez,Male,55,85558,0
10988,Joseph Cruz,Male,49,147821,0
10989,Michael House,Male,42,49415,1
10990,Pamela Peters,Female,44,18862,0
10991,Sabrina Krause,Male,36,81583,1
10992,Stephanie Martin,Female,47,138853,0
10993,Stephen Miller,Male,53,28285,1
10994,Kenneth Jones,Male,39,74221,1
10995,Cesar Ryan,Female,24,37345,0
10996,Ashley Lynch,Male,55,63653,0
10997,Jeffrey Short,Female,46,56226,0
10998,Ashley Jones,Male,22,110002,1
10999,Samantha Flores,Male,35,54980,1
11000,Deborah Cook,Female,47,44939,1
